PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
Kepler-1400 b                 ,       ,  0.145,      9.1,0.000, 90.0,  0.0,  0.0, 903.2, 759.5, 903.2, 759.5,  0.465,  0.589,  1.064,  1.122
Kepler-1401 b                 ,       ,  0.150,     11.2,0.000, 90.0,  0.0,  0.0,1133.0, 952.7,1133.0, 952.7,  0.870,  1.102,  1.934,  2.040
Kepler-1402 b                 ,       ,  0.068,      2.0,0.000, 90.0,  0.0,  0.0,1663.1,1398.5,1663.1,1398.5,  0.586,  0.742,  1.323,  1.396
Kepler-1403 b                 ,       ,  0.191,      5.2,0.000, 90.0,  0.0,  0.0,1511.4,1270.9,1511.4,1270.9,  0.934,  1.182,  2.071,  2.184
Kepler-1404 b                 ,       ,  0.179,     15.9,0.000, 90.0,  0.0,  0.0, 789.1, 663.5, 789.1, 663.5,  0.513,  0.650,  1.164,  1.228
Kepler-1405 b                 ,       ,  0.353,     28.2,0.000, 90.0,  0.0,  0.0, 818.3, 688.1, 818.3, 688.1,  0.837,  1.060,  1.863,  1.965
Kepler-1406 b                 ,       ,  0.098,     11.6,0.000, 90.0,  0.0,  0.0,1118.9, 940.9,1118.9, 940.9,  0.868,  1.100,  1.934,  2.040
Kepler-1407 b                 ,       ,  0.201,     20.1,0.000, 90.0,  0.0,  0.0, 956.7, 804.5, 956.7, 804.5,  0.921,  1.167,  2.046,  2.157
Kepler-1408 b                 ,       ,  0.079,      3.0,0.000, 90.0,  0.0,  0.0,1974.0,1659.9,1974.0,1659.9,  1.128,  1.429,  2.498,  2.634
Kepler-1409 b                 ,       ,  0.093,      0.8,0.000, 90.0,  0.0,  0.0,2120.3,1782.9,2120.3,1782.9,  0.490,  0.620,  1.116,  1.177
Kepler-140 b                  ,       ,  0.144,      3.3,0.000, 90.0,  0.0,  0.0,1864.1,1567.5,1864.1,1567.5,  1.050,  1.330,  2.329,  2.457
Kepler-140 c                  ,       ,  0.161,     91.4,0.000, 90.0,  0.0,  0.0, 614.6, 516.8, 614.6, 516.8,  1.050,  1.330,  2.329,  2.457
Kepler-1410 b                 ,       ,  0.159,     60.9,0.000, 90.0,  0.0,100.0, 356.7, 299.9, 356.7, 299.9,  0.244,  0.309,  0.582,  0.614
Kepler-1411 b                 ,       ,  0.252,     86.1,0.000, 90.0,  0.0,  0.0, 508.6, 427.6, 508.6, 427.6,  0.668,  0.846,  1.497,  1.579
Kepler-1412 b                 ,       ,  0.074,      3.6,0.000, 90.0,  0.0,  0.0,1752.6,1473.7,1752.6,1473.7,  0.981,  1.243,  2.186,  2.306
Kepler-1413 b                 ,       ,  0.162,     13.2,0.000, 90.0,  0.0,  0.0, 830.1, 698.0, 830.1, 698.0,  0.502,  0.636,  1.142,  1.205
Kepler-1414 b                 ,       ,  0.110,      3.5,0.000, 90.0,  0.0,  0.0,1199.5,1008.7,1199.5,1008.7,  0.432,  0.548,  0.993,  1.048
Kepler-1415 b                 ,       ,  0.115,      0.6,0.000, 90.0,  0.0,  0.0,2345.2,1972.1,2345.2,1972.1,  0.540,  0.683,  1.224,  1.291
Kepler-1416 b                 ,       ,  0.079,      1.5,0.000, 90.0,  0.0,  0.0,2280.6,1917.7,2280.6,1917.7,  0.923,  1.169,  2.050,  2.162
Kepler-1417 b                 ,       ,  0.089,     20.4,0.000, 90.0,  0.0,  0.0, 882.4, 742.0, 882.4, 742.0,  0.779,  0.987,  1.738,  1.833
Kepler-1418 b                 ,       ,  0.148,     22.5,0.000, 90.0,  0.0,  0.0, 614.0, 516.3, 614.0, 516.3,  0.388,  0.492,  0.899,  0.948
Kepler-1419 b                 ,       ,  0.255,     42.5,0.000, 90.0,  0.0,  0.0, 682.9, 574.2, 682.9, 574.2,  0.762,  0.965,  1.702,  1.795
Kepler-141 b                  ,       ,  0.062,      3.1,0.000, 90.0,  0.0,  0.0,1264.6,1063.4,1264.6,1063.4,  0.447,  0.566,  1.029,  1.085
Kepler-141 c                  ,       ,  0.126,      7.0,0.000, 90.0,  0.0,  0.0, 964.8, 811.3, 964.8, 811.3,  0.447,  0.566,  1.029,  1.085
Kepler-1420 b                 ,       ,  0.114,      6.7,0.000, 90.0,  0.0,  0.0,1036.0, 871.2,1036.0, 871.2,  0.494,  0.626,  1.125,  1.186
Kepler-1421 b                 ,       ,  0.083,      6.9,0.000, 90.0,  0.0,  0.0,1564.9,1315.9,1564.9,1315.9,  1.239,  1.569,  2.734,  2.883
Kepler-1422 b                 ,       ,  0.180,     18.6,0.000, 90.0,  0.0,  0.0,1038.1, 872.9,1038.1, 872.9,  1.035,  1.310,  2.289,  2.414
Kepler-1423 b                 ,       ,  0.095,     24.0,0.000, 90.0,  0.0,  0.0, 632.5, 531.9, 632.5, 531.9,  0.431,  0.545,  0.990,  1.044
Kepler-1424 b                 ,       ,  0.103,     29.6,0.000, 90.0,  0.0,  0.0, 797.4, 670.5, 797.4, 670.5,  0.817,  1.035,  1.822,  1.922
Kepler-1425 b                 ,       ,  0.084,     14.5,0.000, 90.0,  0.0,  0.0, 942.5, 792.5, 942.5, 792.5,  0.701,  0.888,  1.568,  1.654
Kepler-1426 b                 ,       ,  0.139,     14.3,0.000, 90.0,  0.0,  0.0, 992.1, 834.3, 992.1, 834.3,  0.777,  0.985,  1.734,  1.829
Kepler-1427 b                 ,       ,  0.098,      1.0,0.000, 90.0,  0.0,  0.0,2407.4,2024.3,2407.4,2024.3,  0.761,  0.965,  1.700,  1.793
Kepler-1428 b                 ,       ,  0.146,     10.7,0.000, 90.0,  0.0,  0.0,1288.2,1083.3,1288.2,1083.3,  1.141,  1.445,  2.525,  2.663
Kepler-1429 b                 ,       ,  0.115,      4.5,0.000, 90.0,  0.0,  0.0,1505.0,1265.6,1505.0,1265.6,  0.832,  1.054,  1.852,  1.954
Kepler-142 b                  ,       ,  0.178,      2.0,0.000, 90.0,  0.0,  0.0,2090.6,1757.9,2090.6,1757.9,  0.956,  1.211,  2.135,  2.251
Kepler-142 c                  ,       ,  0.255,      4.8,0.000, 90.0,  0.0,  0.0,1566.4,1317.2,1566.4,1317.2,  0.956,  1.211,  2.135,  2.251
Kepler-142 d                  ,       ,  0.193,     41.8,0.000, 90.0,  0.0,  0.0, 760.2, 639.3, 760.2, 639.3,  0.956,  1.211,  2.135,  2.251
Kepler-1430 b                 ,       ,  0.105,      2.5,0.000, 90.0,  0.0,  0.0,1290.5,1085.2,1290.5,1085.2,  0.392,  0.497,  0.907,  0.956
Kepler-1431 b                 ,       ,  0.131,      5.9,0.000, 90.0,  0.0,  0.0,1332.5,1120.5,1332.5,1120.5,  0.779,  0.987,  1.740,  1.835
Kepler-1432 b                 ,       ,  0.198,     23.9,0.000, 90.0,  0.0,  0.0, 899.1, 756.0, 899.1, 756.0,  0.910,  1.153,  2.020,  2.131
Kepler-1433 b                 ,       ,  0.139,      4.1,0.000, 90.0,  0.0,  0.0,1661.6,1397.2,1661.6,1397.2,  0.976,  1.236,  2.163,  2.281
Kepler-1434 b                 ,       ,  0.099,      8.1,0.000, 90.0,  0.0,  0.0,1723.0,1448.9,1723.0,1448.9,  1.760,  2.229,  3.886,  4.099
Kepler-1435 b                 ,       ,  0.077,      4.5,0.000, 90.0,  0.0,  0.0,1762.3,1481.9,1762.3,1481.9,  1.158,  1.467,  2.554,  2.694
Kepler-1436 b                 ,       ,  0.117,      9.7,0.000, 90.0,  0.0,  0.0,1186.4, 997.7,1186.4, 997.7,  0.864,  1.094,  1.920,  2.026
Kepler-1437 b                 ,       ,  0.122,     10.9,0.000, 90.0,  0.0,  0.0, 985.5, 828.7, 985.5, 828.7,  0.633,  0.802,  1.423,  1.501
Kepler-1438 b                 ,       ,  0.084,      2.3,0.000, 90.0,  0.0,  0.0,1686.2,1417.9,1686.2,1417.9,  0.670,  0.848,  1.507,  1.590
Kepler-1439 b                 ,       ,  0.130,      8.1,0.000, 90.0,  0.0,  0.0, 545.6, 458.8, 545.6, 458.8,  0.135,  0.171,  0.330,  0.348
Kepler-143 b                  ,       ,  0.215,     16.0,0.000, 90.0,  0.0,  0.0,1096.8, 922.3,1096.8, 922.3,  1.041,  1.318,  2.320,  2.447
Kepler-143 c                  ,       ,  0.301,     27.1,0.000, 90.0,  0.0,  0.0, 918.8, 772.6, 918.8, 772.6,  1.041,  1.318,  2.320,  2.447
Kepler-1440 b                 ,       ,  0.112,     39.9,0.000, 90.0,  0.0,  0.0, 672.1, 565.2, 672.1, 565.2,  0.704,  0.892,  1.576,  1.663
Kepler-1441 b                 ,       ,  0.117,     39.4,0.000, 90.0,  0.0,  0.0, 698.6, 587.4, 698.6, 587.4,  0.756,  0.957,  1.687,  1.780
Kepler-1442 b                 ,       ,  0.351,     81.4,0.000, 90.0,  0.0,  0.0, 691.0, 581.1, 691.0, 581.1,  1.275,  1.615,  2.811,  2.965
Kepler-1443 b                 ,       ,  0.087,      2.4,0.000, 90.0,  0.0,  0.0,2102.3,1767.8,2102.3,1767.8,  1.095,  1.387,  2.418,  2.551
Kepler-1444 b                 ,       ,  0.194,     33.4,0.000, 90.0,  0.0,  0.0, 753.8, 633.9, 753.8, 633.9,  0.795,  1.008,  1.775,  1.873
Kepler-1445 b                 ,       ,  0.086,     10.6,0.000, 90.0,  0.0,  0.0,1262.0,1061.2,1262.0,1061.2,  1.048,  1.327,  2.320,  2.447
Kepler-1446 b                 ,       ,  0.073,      0.7,0.000, 90.0,  0.0,  0.0,2024.1,1702.0,2024.1,1702.0,  0.419,  0.531,  0.966,  1.019
Kepler-1447 b                 ,       ,  0.259,     56.7,0.000, 90.0,  0.0,  0.0, 598.1, 503.0, 598.1, 503.0,  0.702,  0.889,  1.570,  1.656
Kepler-1448 b                 ,       ,  0.144,     12.3,0.000, 90.0,  0.0,  0.0, 997.9, 839.2, 997.9, 839.2,  0.697,  0.883,  1.558,  1.643
Kepler-1449 b                 ,       ,  0.150,     13.2,0.000, 90.0,  0.0,  0.0,1072.9, 902.2,1072.9, 902.2,  0.874,  1.106,  1.941,  2.048
Kepler-144 b                  ,       ,  0.119,      5.9,0.000, 90.0,  0.0,  0.0,1506.7,1267.0,1506.7,1267.0,  1.007,  1.275,  2.232,  2.355
Kepler-144 c                  ,       ,  0.120,     10.1,0.000, 90.0,  0.0,  0.0,1262.5,1061.7,1262.5,1061.7,  1.007,  1.275,  2.232,  2.355
Kepler-1450 b                 ,       ,  0.153,     54.5,0.000, 90.0,  0.0,  0.0, 426.9, 359.0, 426.9, 359.0,  0.333,  0.422,  0.780,  0.822
Kepler-1451 b                 ,       ,  0.299,     35.6,0.000, 90.0,  0.0,  0.0, 716.6, 602.6, 716.6, 602.6,  0.744,  0.942,  1.662,  1.753
Kepler-1452 b                 ,       ,  0.241,     42.9,0.000, 90.0,  0.0,  0.0, 968.1, 814.0, 968.1, 814.0,  1.691,  2.141,  3.748,  3.953
Kepler-1453 b                 ,       ,  0.238,     47.2,0.000, 90.0,  0.0,  0.0, 626.2, 526.6, 626.2, 526.6,  0.683,  0.865,  1.530,  1.614
Kepler-1454 b                 ,       ,  0.168,     47.0,0.000, 90.0,  0.0,  0.0, 583.8, 490.9, 583.8, 490.9,  0.585,  0.741,  1.320,  1.392
Kepler-1455 b                 ,       ,  0.193,     49.3,0.000, 90.0,  0.0,  0.0, 382.1, 321.3, 382.1, 321.3,  0.242,  0.306,  0.578,  0.610
Kepler-1456 b                 ,       ,  0.102,     18.1,0.000, 90.0,  0.0,  0.0, 559.8, 470.8, 559.8, 470.8,  0.268,  0.340,  0.636,  0.671
Kepler-1457 b                 ,       ,  0.178,     51.1,0.000, 90.0,  0.0,  0.0, 650.0, 546.6, 650.0, 546.6,  0.777,  0.985,  1.732,  1.827
Kepler-1458 b                 ,       ,  0.246,     48.0,0.000, 90.0,  0.0,  0.0, 622.4, 523.4, 622.4, 523.4,  0.681,  0.862,  1.525,  1.609
Kepler-1459 b                 ,       ,  0.121,     62.9,0.000, 90.0,  0.0,  0.0, 446.2, 375.2, 446.2, 375.2,  0.408,  0.517,  0.942,  0.993
Kepler-1460 b                 ,       ,  0.175,     30.0,0.000, 90.0,  0.0,  0.0, 506.9, 426.2, 506.9, 426.2,  0.315,  0.399,  0.740,  0.780
Kepler-1461 b                 ,       ,  0.181,     29.3,0.000, 90.0,  0.0,  0.0, 584.8, 491.7, 584.8, 491.7,  0.422,  0.534,  0.970,  1.023
Kepler-1462 b                 ,       ,  0.341,     65.6,0.000, 90.0,  0.0,  0.0, 584.8, 491.8, 584.8, 491.8,  0.746,  0.945,  1.667,  1.759
Kepler-1463 b                 ,       ,  0.166,     25.2,0.000, 90.0,  0.0,  0.0, 779.5, 655.5, 779.5, 655.5,  0.693,  0.878,  1.552,  1.637
Kepler-1464 b                 ,       ,  0.148,     31.8,0.000, 90.0,  0.0,  0.0, 755.4, 635.2, 755.4, 635.2,  0.769,  0.974,  1.716,  1.810
Kepler-1464 c                 ,       ,  0.089,      5.3,0.000, 90.0,  0.0,  0.0,1369.9,1152.0,1369.9,1152.0,  0.769,  0.974,  1.716,  1.810
Kepler-1465 b                 ,       ,  0.158,     31.8,0.000, 90.0,  0.0,  0.0, 540.3, 454.3, 540.3, 454.3,  0.377,  0.477,  0.874,  0.921
Kepler-1466 b                 ,       ,  0.138,     31.2,0.000, 90.0,  0.0,  0.0, 772.6, 649.7, 772.6, 649.7,  0.789,  0.999,  1.758,  1.854
Kepler-1467 b                 ,       ,  0.294,     47.1,0.000, 90.0,  0.0,  0.0, 562.1, 472.7, 562.1, 472.7,  0.538,  0.681,  1.218,  1.285
Kepler-1468 b                 ,       ,  0.154,      8.2,0.000, 90.0,  0.0,  0.0,1217.4,1023.7,1217.4,1023.7,  0.814,  1.031,  1.813,  1.913
Kepler-1468 c                 ,       ,  0.103,      3.5,0.000, 90.0,  0.0,  0.0,1612.5,1355.9,1612.5,1355.9,  0.814,  1.031,  1.813,  1.913
Kepler-1468 d                 ,       ,  0.297,     19.6,0.000, 90.0,  0.0,  0.0,1065.0, 895.6,1065.0, 895.6,  1.128,  1.429,  2.519,  2.657
Kepler-1469 b                 ,       ,  0.250,     21.9,0.000, 90.0,  0.0,  0.0, 772.2, 649.3, 772.2, 649.3,  0.617,  0.781,  1.388,  1.464
Kepler-146 b                  ,       ,  0.331,     31.2,0.000, 90.0,  0.0,  0.0, 838.1, 704.8, 838.1, 704.8,  0.951,  1.205,  2.116,  2.231
Kepler-146 c                  ,       ,  0.279,     76.7,0.000, 90.0,  0.0,  0.0, 621.3, 522.4, 621.3, 522.4,  0.951,  1.205,  2.116,  2.231
Kepler-1470 b                 ,       ,  0.095,     16.3,0.000, 90.0,  0.0,  0.0, 725.7, 610.2, 725.7, 610.2,  0.440,  0.557,  1.010,  1.065
Kepler-1471 b                 ,       ,  0.126,      3.6,0.000, 90.0,  0.0,  0.0,1466.9,1233.5,1466.9,1233.5,  0.675,  0.855,  1.512,  1.595
Kepler-1471 c                 ,       ,  0.168,     11.6,0.000, 90.0,  0.0,  0.0,1093.7, 919.7,1093.7, 919.7,  0.814,  1.032,  1.832,  1.932
Kepler-1472 b                 ,       ,  0.170,     38.1,0.000, 90.0,  0.0,  0.0, 818.0, 687.9, 818.0, 687.9,  1.042,  1.320,  2.306,  2.433
Kepler-1473 b                 ,       ,  0.106,     14.4,0.000, 90.0,  0.0,  0.0,1047.6, 880.9,1047.6, 880.9,  0.881,  1.117,  1.956,  2.063
Kepler-1474 b                 ,       ,  0.193,     36.4,0.000, 90.0,  0.0,  0.0, 735.3, 618.3, 735.3, 618.3,  0.801,  1.015,  1.786,  1.883
Kepler-1475 b                 ,       ,  0.261,     82.2,0.000, 90.0,  0.0,  0.0, 644.7, 542.2, 644.7, 542.2,  1.082,  1.371,  2.394,  2.525
Kepler-1476 b                 ,       ,  0.149,     10.4,0.000, 90.0,  0.0,  0.0,1046.8, 880.2,1046.8, 880.2,  0.697,  0.883,  1.562,  1.647
Kepler-1477 b                 ,       ,  0.105,     11.6,0.000, 90.0,  0.0,  0.0, 845.8, 711.2, 845.8, 711.2,  0.474,  0.600,  1.082,  1.141
Kepler-1478 b                 ,       ,  0.154,     26.1,0.000, 90.0,  0.0,  0.0, 834.6, 701.8, 834.6, 701.8,  0.825,  1.044,  1.836,  1.936
Kepler-1479 b                 ,       ,  0.163,     14.5,0.000, 90.0,  0.0,  0.0, 965.3, 811.7, 965.3, 811.7,  0.740,  0.937,  1.651,  1.741
Kepler-147 b                  ,       ,  0.136,     12.6,0.000, 90.0,  0.0,  0.0,1242.4,1044.8,1242.4,1044.8,  1.176,  1.490,  2.612,  2.755
Kepler-147 c                  ,       ,  0.217,     33.4,0.000, 90.0,  0.0,  0.0, 898.6, 755.7, 898.6, 755.7,  1.176,  1.490,  2.612,  2.755
Kepler-1480 b                 ,       ,  0.149,     22.1,0.000, 90.0,  0.0,  0.0, 696.1, 585.3, 696.1, 585.3,  0.501,  0.635,  1.143,  1.205
Kepler-1481 b                 ,       ,  0.110,      5.9,0.000, 90.0,  0.0,  0.0, 998.2, 839.4, 998.2, 839.4,  0.426,  0.539,  0.980,  1.033
Kepler-1482 b                 ,       ,  0.090,     12.3,0.000, 90.0,  0.0,  0.0, 895.6, 753.1, 895.6, 753.1,  0.560,  0.709,  1.265,  1.334
Kepler-1483 b                 ,       ,  0.136,      9.5,0.000, 90.0,  0.0,  0.0,1397.6,1175.3,1397.6,1175.3,  1.222,  1.548,  2.696,  2.844
Kepler-1484 b                 ,       ,  0.188,     30.5,0.000, 90.0,  0.0,  0.0, 728.8, 612.8, 728.8, 612.8,  0.681,  0.863,  1.524,  1.607
Kepler-1485 b                 ,       ,  0.131,     19.9,0.000, 90.0,  0.0,  0.0, 957.3, 804.9, 957.3, 804.9,  0.916,  1.160,  2.030,  2.142
Kepler-1486 b                 ,       ,  0.207,     54.6,0.000, 90.0,  0.0,  0.0, 673.1, 566.0, 673.1, 566.0,  0.886,  1.122,  1.970,  2.078
Kepler-1487 b                 ,       ,  0.190,      7.3,0.000, 90.0,  0.0,  0.0,1670.7,1404.9,1670.7,1404.9,  1.498,  1.897,  3.294,  3.475
Kepler-1487 c                 ,       ,  0.711,     35.8,0.000, 90.0,  0.0,  0.0,1287.7,1082.8,1287.7,1082.8,  2.941,  3.725,  6.575,  6.935
Kepler-1488 b                 ,       ,  0.166,     39.8,0.000, 90.0,  0.0,  0.0, 793.0, 666.9, 793.0, 666.9,  0.995,  1.261,  2.221,  2.342
Kepler-1488 c                 ,       ,  0.147,      6.2,0.000, 90.0,  0.0,  0.0,1575.4,1324.8,1575.4,1324.8,  1.122,  1.421,  2.511,  2.648
Kepler-1489 b                 ,       ,  0.158,     82.3,0.000, 90.0,  0.0,  0.0, 511.7, 430.3, 511.7, 430.3,  0.652,  0.826,  1.461,  1.541
Kepler-1489 c                 ,       ,  0.045,      0.7,0.000, 90.0,  0.0,  0.0,2546.6,2141.4,2546.6,2141.4,  0.675,  0.855,  1.517,  1.600
Kepler-148 b                  ,       ,  0.161,      1.7,0.000, 90.0,  0.0,  0.0,1666.4,1401.3,1666.4,1401.3,  0.548,  0.694,  1.242,  1.310
Kepler-148 c                  ,       ,  0.321,      4.2,0.000, 90.0,  0.0,  0.0,1247.0,1048.6,1247.0,1048.6,  0.548,  0.694,  1.242,  1.310
Kepler-148 d                  ,       ,  0.774,     51.8,0.000, 90.0,  0.0,  0.0, 524.7, 441.2, 524.7, 441.2,  0.504,  0.639,  1.148,  1.211
Kepler-1490 b                 ,       ,  0.271,     92.4,0.000, 90.0,  0.0,  0.0, 474.6, 399.0, 474.6, 399.0,  0.604,  0.765,  1.360,  1.435
Kepler-1491 b                 ,       ,  0.135,     16.6,0.000, 90.0,  0.0,  0.0, 915.9, 770.2, 915.9, 770.2,  0.733,  0.928,  1.639,  1.728
Kepler-1491 c                 ,       ,  0.218,     61.6,0.000, 90.0,  0.0,  0.0, 688.9, 579.3, 688.9, 579.3,  0.998,  1.264,  2.238,  2.360
Kepler-1492 b                 ,       ,  0.133,     16.8,0.000, 90.0,  0.0,  0.0, 669.0, 562.5, 669.0, 562.5,  0.380,  0.481,  0.882,  0.930
Kepler-1493 b                 ,       ,  0.126,     15.0,0.000, 90.0,  0.0,  0.0,1095.4, 921.2,1095.4, 921.2,  0.992,  1.257,  2.211,  2.332
Kepler-1494 b                 ,       ,  0.274,     91.1,0.000, 90.0,  0.0,  0.0, 503.2, 423.1, 503.2, 423.1,  0.682,  0.864,  1.528,  1.611
Kepler-1495 b                 ,       ,  0.262,     85.3,0.000, 90.0,  0.0,  0.0, 551.0, 463.3, 551.0, 463.3,  0.793,  1.004,  1.768,  1.865
Kepler-1496 b                 ,       ,  0.198,     64.7,0.000, 90.0,  0.0,  0.0, 692.1, 581.9, 692.1, 581.9,  1.065,  1.349,  2.357,  2.486
Kepler-1497 b                 ,       ,  0.148,      8.7,0.000, 90.0,  0.0,  0.0,1108.0, 931.7,1108.0, 931.7,  0.692,  0.877,  1.551,  1.636
Kepler-1498 b                 ,       ,  0.119,     48.1,0.000, 90.0,  0.0,  0.0, 546.9, 459.9, 546.9, 459.9,  0.518,  0.657,  1.177,  1.241
Kepler-1499 b                 ,       ,  0.106,     44.2,0.000, 90.0,  0.0,  0.0, 539.4, 453.5, 539.4, 453.5,  0.473,  0.600,  1.081,  1.140
Kepler-149 b                  ,       ,  0.376,     29.2,0.000, 90.0,  0.0,  0.0, 702.1, 590.4, 702.1, 590.4,  0.635,  0.804,  1.435,  1.514
Kepler-149 c                  ,       ,  0.144,     55.3,0.000, 90.0,  0.0,  0.0, 568.2, 477.8, 568.2, 477.8,  0.635,  0.804,  1.435,  1.514
Kepler-149 d                  ,       ,  0.353,    160.0,0.000, 90.0,  0.0,  0.0, 398.6, 335.2, 398.6, 335.2,  0.635,  0.804,  1.435,  1.514
Kepler-14 b                   ,  8.400,  1.136,      6.8,0.035, 90.0,  0.0,  0.0,1881.9,1582.5,1817.2,1528.1,  1.814,  2.297,  3.998,  4.217
Kepler-1500 b                 ,       ,  0.107,     15.0,0.000, 90.0,  0.0,  0.0, 970.7, 816.2, 970.7, 816.2,  0.765,  0.969,  1.706,  1.800
Kepler-1501 b                 ,       ,  0.139,     14.6,0.000, 90.0,  0.0,  0.0,1156.5, 972.5,1156.5, 972.5,  1.104,  1.398,  2.440,  2.573
Kepler-1502 b                 ,       ,  0.284,     41.7,0.000, 90.0,  0.0,  0.0, 972.3, 817.6, 972.3, 817.6,  1.630,  2.065,  3.579,  3.775
Kepler-1503 b                 ,       ,  0.203,     96.2,0.000, 90.0,  0.0,  0.0, 407.5, 342.6, 407.5, 342.6,  0.445,  0.563,  1.017,  1.072
Kepler-1504 b                 ,       ,  0.190,     82.3,0.000, 90.0,  0.0,  0.0, 469.9, 395.1, 469.9, 395.1,  0.542,  0.686,  1.224,  1.291
Kepler-1505 b                 ,       ,  0.083,     30.9,0.000, 90.0,  0.0,  0.0, 697.4, 586.4, 697.4, 586.4,  0.629,  0.796,  1.408,  1.485
Kepler-1506 b                 ,       ,  0.118,     14.0,0.000, 90.0,  0.0,  0.0, 938.1, 788.8, 938.1, 788.8,  0.678,  0.859,  1.518,  1.601
Kepler-1507 b                 ,       ,  0.075,     16.1,0.000, 90.0,  0.0,  0.0, 826.3, 694.8, 826.3, 694.8,  0.572,  0.724,  1.291,  1.361
Kepler-1508 b                 ,       ,  0.119,     20.7,0.000, 90.0,  0.0,  0.0, 993.3, 835.2, 993.3, 835.2,  1.017,  1.288,  2.251,  2.374
Kepler-1509 b                 ,       ,  0.165,     25.4,0.000, 90.0,  0.0,  0.0, 801.5, 674.0, 801.5, 674.0,  0.744,  0.942,  1.661,  1.752
Kepler-150 b                  ,       ,  0.112,      3.4,0.000, 90.0,  0.0,  0.0,1472.7,1238.4,1472.7,1238.4,  0.661,  0.838,  1.486,  1.567
Kepler-150 c                  ,       ,  0.329,      7.4,0.000, 90.0,  0.0,  0.0,1143.3, 961.4,1143.3, 961.4,  0.661,  0.838,  1.486,  1.567
Kepler-150 d                  ,       ,  0.249,     12.6,0.000, 90.0,  0.0,  0.0, 957.9, 805.5, 957.9, 805.5,  0.661,  0.838,  1.486,  1.567
Kepler-150 e                  ,       ,  0.278,     30.8,0.000, 90.0,  0.0,  0.0, 710.6, 597.5, 710.6, 597.5,  0.661,  0.838,  1.486,  1.567
Kepler-150 f                  ,       ,  0.325,    637.2,0.000, 90.0,100.0,100.0, 271.1, 227.9, 271.1, 227.9,  0.632,  0.801,  1.423,  1.501
Kepler-1510 b                 ,       ,  0.300,     84.7,0.000, 90.0,  0.0,  0.0, 635.9, 534.7, 635.9, 534.7,  1.078,  1.366,  2.385,  2.516
Kepler-1511 b                 ,       ,  0.150,     23.2,0.000, 90.0,  0.0,  0.0, 963.7, 810.3, 963.7, 810.3,  1.048,  1.328,  2.325,  2.453
Kepler-1512 b                 ,       ,  0.105,     20.4,0.000, 90.0,  0.0,  0.0, 566.1, 476.0, 566.1, 476.0,  0.308,  0.390,  0.726,  0.766
Kepler-1513 b                 ,  0.152,  0.767,    160.9,0.306,259.0,  0.0, 40.9, 489.9, 412.0, 357.2, 300.3,  0.658,  0.833,  1.482,  1.563
Kepler-1513 c                 ,  0.266,       ,    841.4,0.125,313.0,  0.0, 22.9, 251.4, 211.4, 221.7, 186.4,  0.658,  0.833,  1.482,  1.563
Kepler-1514 b                 ,  5.280,  1.108,    217.8,0.401,284.7,  0.0,  0.0, 595.8, 501.0, 389.6, 327.6,  1.071,  1.357,  2.372,  2.502
Kepler-1514 c                 ,       ,  0.105,     10.5,0.320,  0.0,  0.0,  0.0,1536.8,1292.3,1103.0, 927.5,  1.071,  1.357,  2.372,  2.502
Kepler-1515 b                 ,       ,  0.852,    214.3,0.000, 90.0,  0.0,  0.0, 506.9, 426.2, 506.9, 426.2,  1.286,  1.629,  2.830,  2.985
Kepler-1516 b                 ,       ,  0.156,      7.3,0.000, 90.0,  0.0,  0.0,1284.3,1080.0,1284.3,1080.0,  0.832,  1.054,  1.853,  1.955
Kepler-1517 b                 ,       ,  0.871,      5.5,0.000, 90.0,  0.0,  0.0,2100.2,1766.1,2100.2,1766.1,  2.008,  2.543,  4.393,  4.633
Kepler-1518 b                 ,       ,  0.272,      5.1,0.000, 90.0,  0.0,  0.0,2078.3,1747.6,2078.3,1747.6,  1.861,  2.357,  4.078,  4.301
Kepler-1518 c                 ,       ,  0.259,      9.6,0.000, 90.0,  0.0,  0.0,1421.7,1195.5,1421.7,1195.5,  1.203,  1.523,  2.650,  2.795
